brand,expression,whisky_type,age_statement,pack_size_ml,bottle_price,price_band,is_gift_boxed,peat_profile,tier,store_type,shelf_zone,display_type,promo_flag,city_region,week,purchase_type,occasion,basket_role,repeat_purchase_flag,days_since_last_purchase,units_bought,estimated_buyer_stage,product_desc_raw,shelf_tag_raw,promo_text_raw,notes_text
Glenlivet,12,single_malt,12.0,700,454.22,step_up,0,light,premium,liquor_store,end_cap,standard,0,Pretoria East,25,gift,try something else,primary,1,27.0,1,entry,Glenlivet 12 whisky,Glenlivet 12 Gift,,"repeat-looking purchase, no real hesitation"
Glenlivet,12,single_malt,12.0,700,461.7,step_up,0,light,premium,premium_store,lower,gift_section,0,Rosebank,8,self,month-end stock-up,primary,0,,1,familiar,Glenlivet 12 700ml,Glenlivet 12 whisky,,asked for something smoother than usual
Johnnie Walker,Black Label,blend,12.0,1000,584.46,premium_window,0,medium,core,liquor_store,lower,standard,0,West Rand,12,gift,braai night,primary,1,23.0,1,familiar,Johnnie Walker Black Label whisky,Johnnie Walker Black Label 1000ML,,picked from the feature end after a long look
Johnnie Walker,Black Label,blend,12.0,750,434.53,step_up,0,medium,core,liquor_store,lower,promo_stack,0,East Rand,48,self,last-minute dinner,primary,1,48.0,2,entry,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label Gift,,asked for something smoother than usual
Lagavulin,16,single_malt,16.0,750,1391.29,top_shelf,1,heavy,distinctive,premium_store,end_cap,standard,0,Sandton,45,gift,birthday run,primary,0,,1,exploratory,Lagavulin 16 whisky gift box,Lagavulin 16 750ML,,
Monkey Shoulder,Blended Malt,blend,,750,449.82,step_up,0,medium,core,premium_store,lower,standard,0,Rosebank,14,self,,primary,1,32.0,1,familiar,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt 750 ml,,
Chivas Regal,12,blend,12.0,750,318.91,budget_edge,0,light,core,retail_chain,lower,standard,0,Midrand,38,mixed,special bottle,primary,1,23.0,2,entry,Chivas Regal 12 single malt,Chivas Regal 12 750 ML,,
Johnnie Walker,Red Label,blend,,1000,355.61,step_up,0,light,entry,premium_store,feature_display,gift_section,0,Sandton,50,self,weekend top-up,primary,0,,1,familiar,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label whisky,,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,1000,356.48,step_up,1,light,entry,premium_store,end_cap,gift_section,1,Midrand,1,self,quiet pour,primary,0,,2,entry,Johnnie Walker Red Label blend,J Walker Red Label whisky,premium pour week,
Monkey Shoulder,Blended Malt,blend,,750,431.34,step_up,1,medium,core,retail_chain,lower,standard,0,Randburg,39,mixed,weekend top-up,primary,1,32.0,1,entry,Monkey Shoulder Blended Malt whisky,MS Blended Malt 750,,
Lagavulin,16,single_malt,16.0,750,1363.89,top_shelf,1,heavy,distinctive,liquor_store,lower,standard,0,Midrand,22,self,,primary,0,136.0,1,exploratory,Lagavulin 16 single malt gift box,Lagavulin 16 750ML,,picked from the feature end after a long look
Chivas Regal,12,blend,12.0,1000,571.02,premium_window,0,light,core,premium_store,end_cap,standard,0,Sandton,9,gift,try something else,primary,0,,1,familiar,Chivas Regal 12 1000ml,Chivas Regal 12 Gift,,promo got attention but not a big basket
Laphroaig,10,single_malt,10.0,750,920.87,stretch,0,heavy,distinctive,liquor_store,eye_level,promo_stack,0,Pretoria East,49,self,,primary,0,,1,familiar,Laphroaig 10 single malt,Laphroaig 10 750ML,,
Glenlivet,12,single_malt,12.0,750,464.29,step_up,0,light,premium,liquor_store,lower,promo_stack,0,Fourways,16,mixed,,primary,0,,1,preference_led,Glenlivet 12 whisky,Glenlivet 12 Gift,,"Premium shelf got traffic, but not much conversion late week."
Glenlivet,12,single_malt,12.0,750,469.56,step_up,0,light,premium,retail_chain,feature_display,promo_stack,1,Pretoria East,8,self,quiet pour,primary,0,59.0,1,exploratory,Glenlivet 12 blend,Glenlivet 12 - R470,price drop while stock lasts,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,1000,321.53,budget_edge,1,light,entry,retail_chain,end_cap,standard,0,Fourways,39,self,,primary,1,42.0,1,entry,Johnnie Walker Red Label blend gift box,Johnnie Walker Red Label WHSKY,,"shopper hovered, then came back after another aisle"
Monkey Shoulder,Blended Malt,blend,,750,387.67,step_up,1,medium,core,retail_chain,lower,gift_section,0,Fourways,29,mixed,,primary,0,,1,exploratory,Monkey Shoulder Blended Malt Scotch 750ml gift box,Monkey Shoulder Blended Malt 750 ml,,
Laphroaig,10,single_malt,10.0,750,1102.94,top_shelf,0,heavy,distinctive,premium_store,eye_level,gift_section,0,Pretoria East,16,mixed,special bottle,primary,0,,1,exploratory,Laphroaig 10 blend,Laphroaig 10 750 ML,,
Johnnie Walker,Black Label,blend,12.0,750,453.5,step_up,0,medium,core,premium_store,feature_display,gift_section,0,East Rand,44,mixed,braai night,add_on,0,,1,familiar,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label Gift,,asked for something smoother than usual
Johnnie Walker,Black Label,blend,12.0,1000,571.9,premium_window,0,medium,core,liquor_store,lower,gift_section,0,West Rand,8,self,quiet pour,primary,0,,1,entry,Johnnie Walker Black Label single malt,Johnnie Walker Black Label - R572,,staff said peat was a hard sell here
Glenlivet,12,single_malt,12.0,700,448.48,step_up,0,light,premium,liquor_store,feature_display,gift_section,0,Pretoria East,14,self,quiet pour,primary,0,,1,familiar,Glenlivet 12 gift pack,Glenlivet 12 700ML,,Buyer traded up from a usual blend.
Johnnie Walker,Red Label,blend,,1000,312.28,budget_edge,0,light,entry,retail_chain,lower,standard,0,East Rand,25,self,special bottle,primary,1,37.0,1,entry,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label 1000ML,,"repeat-looking purchase, no real hesitation"
Johnnie Walker,Black Label,blend,12.0,750,424.35,step_up,0,medium,core,liquor_store,end_cap,gift_section,1,Randburg,15,mixed,month-end stock-up,primary,0,,1,entry,Johnnie Walker Black Label Scotch 750ml,JW Black Label 750,gift ready bottle special,Asked for something smoother than usual.
Glenlivet,12,single_malt,12.0,700,394.37,step_up,1,light,premium,liquor_store,lower,standard,0,Pretoria East,39,mixed,special bottle,primary,0,,1,entry,Glenlivet 12 blend,Glenlivet 12 700ML,,
Glenfiddich,12,single_malt,12.0,700,469.93,step_up,1,light,premium,liquor_store,eye_level,gift_section,0,East Rand,23,gift,,primary,0,,1,exploratory,Glenfiddich 12 gift pack,Glenfiddich 12 whisky,,looked like a gift decision more than a regular buy
Johnnie Walker,Black Label,blend,12.0,1000,641.68,premium_window,1,medium,core,liquor_store,eye_level,standard,1,Pretoria East,4,mixed,special bottle,primary,0,96.0,1,entry,Johnnie Walker Black Label blend,Johnnie Walker Black Label 1000ML,bundle with glassware,
Monkey Shoulder,Blended Malt,blend,,750,483.73,premium_window,0,medium,core,premium_store,eye_level,gift_section,1,Sandton,13,self,special bottle,primary,0,,1,preference_led,Monkey Shoulder Blended Malt 750ml,MS Blended Malt 750,price drop while stock lasts,
Johnnie Walker,Black Label,blend,12.0,1000,592.14,premium_window,0,medium,core,liquor_store,eye_level,standard,1,Soweto,40,self,quiet pour,primary,0,,1,familiar,Johnnie Walker Black Label blend,Johnnie Walker Black Label whisky,gift ready bottle special,
Monkey Shoulder,Blended Malt,blend,,750,460.7,step_up,0,medium,core,retail_chain,lower,promo_stack,1,Centurion,7,mixed,corporate gift,primary,0,,2,familiar,Monkey Shoulder Blended Malt blend,MS Blended Malt 750,bundle with glassware,
Monkey Shoulder,Blended Malt,blend,,750,419.47,step_up,1,medium,core,liquor_store,lower,standard,0,Randburg,10,gift,birthday run,primary,0,98.0,1,entry,Monkey Shoulder Blended Malt Scotch 750ml gift box,Monkey Shoulder Blended Malt whisky,,asked for something smoother than usual
Chivas Regal,12,blend,12.0,1000,549.72,premium_window,0,light,core,retail_chain,eye_level,standard,0,Soweto,35,self,,primary,1,28.0,1,familiar,Chivas Regal 12 1000ml,Chivas Regal 12 1000ML,,picked from the feature end after a long look
Glenlivet,12,single_malt,12.0,700,487.39,step_up,0,light,premium,premium_store,eye_level,gift_section,0,Midrand,17,self,braai night,primary,1,25.0,2,exploratory,Glenlivet 12 single malt,Glenlivet 12 whisky,,staff said peat was a hard sell here
Chivas Regal,12,blend,12.0,1000,522.04,premium_window,1,light,core,retail_chain,feature_display,standard,1,Pretoria East,7,self,try something else,primary,0,,1,familiar,Chivas Regal 12 whisky gift box,Chivas Regal 12 1000ML,shelf talker only,
Johnnie Walker,Red Label,blend,,750,278.11,budget_edge,0,light,entry,premium_store,eye_level,gift_section,0,East Rand,48,mixed,,primary,0,97.0,1,familiar,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label whisky,,picked from the feature end after a long look
Monkey Shoulder,Blended Malt,blend,,750,415.02,step_up,1,medium,core,retail_chain,eye_level,gift_section,0,Rosebank,50,gift,braai night,primary,0,,2,familiar,Monkey Shoulder Blended Malt 750ml gift box,Monkey Shoulder Blended Malt Gift,,
Monkey Shoulder,Blended Malt,blend,,750,432.55,step_up,0,medium,core,liquor_store,end_cap,promo_stack,1,Sandton,46,self,,primary,0,26.0,1,familiar,Monkey Shoulder Blended Malt whisky,Monkey Shoulder Blended Malt - R433,price drop while stock lasts,buyer traded up from a usual blend
Johnnie Walker,Red Label,blend,,750,245.26,budget_edge,0,light,entry,retail_chain,lower,standard,0,Fourways,27,mixed,weekend top-up,add_on,0,,1,entry,Johnnie Walker Red Label blend,Johnnie Walker Red Label Gift,,
Johnnie Walker,Red Label,blend,,750,231.64,budget_edge,0,light,entry,retail_chain,lower,standard,0,Randburg,43,self,quiet pour,add_on,1,53.0,1,entry,Johnnie Walker Red Label Scotch 750ml,JW Red Label 750,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,1000,346.47,budget_edge,0,light,entry,retail_chain,end_cap,standard,1,Sandton,14,self,weekend top-up,primary,0,,1,entry,Johnnie Walker Red Label whisky,JW Red Label 1000,premium pour week,"Premium shelf got traffic, but not much conversion late week."
Johnnie Walker,Red Label,blend,,1000,301.88,budget_edge,0,light,entry,retail_chain,lower,standard,1,Soweto,21,self,,primary,0,43.0,1,entry,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label whisky,bundle with glassware,
Chivas Regal,12,blend,12.0,1000,516.72,premium_window,1,light,core,liquor_store,eye_level,standard,1,Midrand,31,self,,primary,0,40.0,1,familiar,Chivas Regal 12 Scotch 1000ml,CR 12 1000,gift box offer,Looked like a gift decision more than a regular buy.
Glenfiddich,12,single_malt,12.0,700,429.7,step_up,0,light,premium,liquor_store,lower,standard,0,Rosebank,46,gift,birthday run,primary,1,12.0,1,familiar,Glenfiddich 12 Scotch 700ml,Glenfiddich 12 Gift,,
Glenlivet,12,single_malt,12.0,750,463.11,step_up,0,light,premium,premium_store,feature_display,gift_section,0,East Rand,1,self,,primary,1,29.0,1,familiar,Glenlivet 12 blend,Glenlivet 12 - R463,,
Monkey Shoulder,Blended Malt,blend,,750,388.85,step_up,0,medium,core,liquor_store,eye_level,promo_stack,1,Pretoria East,10,self,,primary,0,,1,familiar,Monkey Shoulder Blended Malt whisky,Monkey Shoulder Blended Malt Gift,price drop while stock lasts,"repeat-looking purchase, no real hesitation"
Johnnie Walker,Black Label,blend,12.0,1000,456.74,step_up,0,medium,core,retail_chain,end_cap,gift_section,0,Pretoria East,3,mixed,host gift,primary,1,68.0,1,familiar,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label 1000ML,,"buyer seemed curious, not fully convinced"
Glenlivet,12,single_malt,12.0,750,534.62,premium_window,1,light,premium,premium_store,eye_level,gift_section,0,Fourways,36,gift,weekend top-up,primary,0,40.0,1,familiar,Glenlivet 12 blend gift box,Glenlivet 12 - R535,,"buyer seemed curious, not fully convinced"
Johnnie Walker,Black Label,blend,12.0,1000,565.78,premium_window,1,medium,core,liquor_store,eye_level,promo_stack,1,Pretoria East,13,gift,,primary,1,23.0,1,familiar,Johnnie Walker Black Label whisky,Johnnie Walker Black Label 1000 ml,gift box offer,"Shopper hovered, then came back after another aisle."
Johnnie Walker,Black Label,blend,12.0,1000,618.58,premium_window,0,medium,core,premium_store,eye_level,gift_section,0,Fourways,24,self,weekend top-up,primary,0,118.0,1,preference_led,Johnnie Walker Black Label blend,Johnnie Walker Black Label / R619,,"premium shelf got traffic, but not much conversion late week"
Chivas Regal,12,blend,12.0,750,355.18,step_up,0,light,core,premium_store,eye_level,gift_section,0,Randburg,51,mixed,weekend top-up,primary,0,75.0,1,familiar,Chivas Regal 12 blend,Chivas Regal 12 Gift,,
Johnnie Walker,Red Label,blend,,1000,343.38,budget_edge,0,light,entry,liquor_store,end_cap,standard,0,Midrand,44,mixed,host gift,primary,1,26.0,1,entry,Johnnie Walker Red Label Scotch 1000ml,Johnnie Walker Red Label - R343,,looked like a gift decision more than a regular buy
Johnnie Walker,Black Label,blend,12.0,750,392.98,step_up,1,medium,core,liquor_store,end_cap,promo_stack,0,Pretoria East,31,gift,,primary,1,59.0,2,entry,Johnnie Walker Black Label blend gift box,Johnnie Walker Black Label 750 ml,,asked for something smoother than usual
Johnnie Walker,Black Label,blend,12.0,750,428.88,step_up,0,medium,core,liquor_store,lower,gift_section,0,Midrand,36,mixed,host gift,primary,0,,1,exploratory,Johnnie Walker Black Label gift pack,JW Black Label 750,,staff said peat was a hard sell here
Johnnie Walker,Black Label,blend,12.0,750,453.56,step_up,1,medium,core,liquor_store,end_cap,standard,0,Midrand,34,gift,host gift,primary,1,12.0,1,preference_led,Johnnie Walker Black Label whisky gift box,Johnnie Walker Black Label Gift,,staff said peat was a hard sell here
Glenfiddich,12,single_malt,12.0,700,398.38,step_up,1,light,premium,retail_chain,end_cap,standard,0,Midrand,42,mixed,host gift,primary,0,,1,familiar,Glenfiddich 12 single malt gift box,G 12 700,,
Monkey Shoulder,Blended Malt,blend,,750,379.79,step_up,0,medium,core,retail_chain,eye_level,standard,0,Sandton,16,self,,primary,1,34.0,1,familiar,Monkey Shoulder Blended Malt Scotch 750ml,MS Blended Malt 750,,
Johnnie Walker,Red Label,blend,,1000,328.12,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,Sandton,39,mixed,,primary,0,30.0,1,exploratory,Johnnie Walker Red Label 1000ml,Johnnie Walker Red Label 1000ML,,looked like a gift decision more than a regular buy
Chivas Regal,12,blend,12.0,1000,592.16,premium_window,1,light,core,premium_store,eye_level,gift_section,0,Midrand,8,self,,primary,0,,1,familiar,Chivas Regal 12 whisky,CR 12 1000,,"premium shelf got traffic, but not much conversion late week"
Chivas Regal,12,blend,12.0,750,368.73,step_up,0,light,core,retail_chain,lower,promo_stack,0,Pretoria East,22,gift,quiet pour,primary,0,,1,exploratory,Chivas Regal 12 blend,CR 12 750,,asked for something smoother than usual
Monkey Shoulder,Blended Malt,blend,,750,375.24,step_up,0,medium,core,liquor_store,lower,standard,0,Sandton,27,mixed,birthday run,primary,0,,1,entry,Monkey Shoulder Blended Malt whisky,MS Blended Malt 750,,"repeat-looking purchase, no real hesitation"
Chivas Regal,12,blend,12.0,1000,590.79,premium_window,1,light,core,premium_store,eye_level,gift_section,0,Pretoria East,22,self,,primary,0,49.0,1,entry,Chivas Regal 12 1000ml,Chivas Regal 12 1000ML,,
Lagavulin,16,single_malt,16.0,750,1258.25,top_shelf,0,heavy,distinctive,premium_store,end_cap,standard,0,East Rand,19,mixed,weekend top-up,primary,1,57.0,1,exploratory,Lagavulin 16 gift pack,L 16 750,,
Laphroaig,10,single_malt,10.0,750,1080.16,stretch,0,heavy,distinctive,retail_chain,lower,standard,0,Rosebank,52,self,,primary,0,28.0,1,exploratory,Laphroaig 10 single malt,Laphroaig 10 750 ml,,"premium shelf got traffic, but not much conversion late week"
Monkey Shoulder,Blended Malt,blend,,750,433.58,step_up,1,medium,core,liquor_store,end_cap,promo_stack,1,Midrand,33,gift,quiet pour,primary,0,43.0,1,exploratory,Monkey Shoulder Blended Malt single malt gift box,Monkey Shoulder Blended Malt - R434,gift box offer,promo got attention but not a big basket
Johnnie Walker,Red Label,blend,,1000,341.09,step_up,0,light,entry,retail_chain,eye_level,standard,0,Randburg,32,self,,primary,0,,1,exploratory,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 1000 ml,,
Johnnie Walker,Red Label,blend,,750,219.0,budget_edge,0,light,entry,retail_chain,lower,standard,0,Randburg,25,mixed,braai night,primary,0,52.0,1,preference_led,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 750ML,,"buyer seemed curious, not fully convinced"
Laphroaig,10,single_malt,10.0,750,961.88,stretch,1,heavy,distinctive,liquor_store,lower,gift_section,0,Fourways,25,mixed,,primary,0,,1,preference_led,Laphroaig 10 blend,Laphroaig 10 750ML,,
Johnnie Walker,Black Label,blend,12.0,1000,625.19,premium_window,1,medium,core,liquor_store,eye_level,promo_stack,1,Midrand,2,self,month-end stock-up,primary,0,,1,entry,Johnnie Walker Black Label 1000ml gift box,J Walker Black Label 1000 ml,price drop while stock lasts,"premium shelf got traffic, but not much conversion late week"
Chivas Regal,12,blend,12.0,750,393.18,step_up,0,light,core,premium_store,lower,gift_section,0,Pretoria East,25,gift,,primary,0,43.0,1,preference_led,Chivas Regal 12 blend,Chivas Regal 12 750ML,,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,750,247.7,budget_edge,0,light,entry,premium_store,feature_display,promo_stack,1,Fourways,10,self,quiet pour,primary,0,,1,familiar,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 750ML,2 for less on selected whisky,"shopper hovered, then came back after another aisle"
Monkey Shoulder,Blended Malt,blend,,750,484.09,step_up,0,medium,core,premium_store,eye_level,gift_section,1,Centurion,50,self,quiet pour,primary,0,34.0,1,familiar,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt / R484,price drop while stock lasts,asked for something smoother than usual
Johnnie Walker,Black Label,blend,12.0,1000,522.74,premium_window,1,medium,core,liquor_store,lower,promo_stack,1,East Rand,42,mixed,special bottle,primary,1,5.0,2,familiar,Johnnie Walker Black Label 1000ml gift box,Johnnie Walker Black Label 1000 ml,2 for less on selected whisky,buyer traded up from a usual blend
